timestamp,elapsed_seconds,route_pending_keys
1780559539,0,17952
1780559541,2,16928
1780559543,4,15904
1780559545,6,13856
1780559547,8,12832
1780559550,11,10784
1780559552,13,8736
1780559554,15,5664
1780559556,17,0
