timestamp,appl_db_keys,route_pending_keys
1780769386,179,0
1780769390,368,0
1780769392,627,8
1780769395,922,105
1780769398,1253,59
1780769400,1590,59
1780769403,2004,2
1780769405,2321,145
1780769407,2758,0
1780769410,3171,446
1780769412,3490,34
1780769414,3900,477
1780769416,4163,53
1780769418,4483,383
1780769420,4827,758
1780769423,5400,1291
1780769425,5645,558
1780769427,6058,1018
1780769430,6875,1727
1780769432,7391,1310
1780769435,8156,2012
1780769437,8579,2422
1780769440,8966,2838
1780769442,9523,2357
1780769445,10036,2899
1780769447,10762,3602
1780769449,11182,4036
1780769452,11604,4445
1780769454,11920,4760
1780769456,12343,5208
1780769458,12714,5565
1780769460,13191,5007
1780769462,13705,5585
1780769465,14295,6079
1780769467,14609,6390
1780769469,14892,6678
1780769471,15234,7008
1780769473,15584,7382
1780769476,16045,7835
1780769478,16268,7056
1780769482,16700,7506
1780769484,17108,7854
1780769487,17395,8204
1780769489,17891,8680
1780769492,18241,9047
1780769494,18796,9657
1780769496,19591,9371
1780769498,20182,9876
1780769501,20180,9876
1780769503,20180,9876
1780769505,20182,9876
1780769507,20182,8852
1780769510,20182,8852
1780769513,20180,8852
1780769515,20180,8852
1780769518,20182,8852
1780769521,20182,8852
1780769524,20182,7828
1780769527,20182,7828
1780769530,20182,7828
1780769532,20180,7828
1780769535,20180,7828
1780769537,20180,7828
1780769539,20180,7828
1780769541,20180,7828
1780769543,20182,6804
1780769545,20180,6804
1780769548,20180,6804
1780769550,20180,6804
1780769552,20180,5780
1780769555,20180,5780
1780769557,20182,5780
1780769559,20182,5780
1780769561,20182,5780
1780769563,20182,5780
1780769565,20182,4756
1780769568,20182,4756
1780769571,20182,4756
1780769573,20182,4756
1780769575,20182,4756
1780769577,20180,4756
1780769580,20180,4756
1780769582,20180,4756
1780769585,20182,4756
1780769588,20182,4756
1780769591,20182,4756
1780769593,20182,4756
1780769596,20182,4756
1780769598,20182,4756
1780769601,20182,3732
1780769604,20180,3732
1780769606,20180,3732
1780769609,20182,3732
1780769612,20182,3732
1780769615,20182,3732
1780769617,20182,3732
1780769619,20182,2708
1780769622,20182,2708
1780769624,20180,2708
