timestamp,elapsed_seconds,route_pending_keys
1780767223,0,4101
1780767225,2,4101
1780767228,5,4101
1780767230,7,3077
1780767233,10,3077
1780767235,12,3077
1780767238,15,2053
1780767241,18,2053
1780767243,20,2053
1780767246,23,2053
1780767250,27,2053
1780767253,30,1029
1780767256,33,1029
1780767259,36,1029
1780767263,40,1029
1780767266,43,1029
1780767269,46,1029
1780767273,50,1029
1780767275,52,5
1780767278,55,5
1780767281,58,0
