timestamp,elapsed_seconds,route_pending_keys
1780768268,0,7952
1780768271,3,6928
1780768273,5,5904
1780768276,8,4880
1780768278,10,3856
1780768281,13,2832
1780768283,15,784
1780768286,18,0
