timestamp,appl_db_keys,route_pending_keys
1780559561,180,0
1780559563,2406,168
1780559565,5338,654
1780559566,8714,1858
1780559568,10451,2647
1780559570,13615,4547
1780559572,15151,6202
1780559574,17429,7395
1780559576,18991,8021
1780559577,21688,9691
1780559579,24571,12523
1780559581,27249,14237
1780559582,30181,16884
1780559584,30181,15860
1780559585,30181,14836
1780559587,30183,14836
1780559588,30181,13812
1780559589,30181,12788
1780559591,30181,12788
1780559592,30181,12788
1780559593,30181,11764
1780559595,30181,11764
1780559596,30181,10740
1780559598,30181,10740
1780559599,30183,9716
1780559601,30183,9716
1780559602,30183,9716
1780559603,30181,8692
1780559605,30181,8692
1780559606,30181,7668
1780559607,30181,7668
1780559609,30181,6644
1780559610,30181,6644
1780559611,30181,6644
1780559612,30183,6644
1780559614,30181,5620
1780559615,30181,5620
1780559616,30181,5620
1780559617,30181,4596
1780559619,30181,4596
1780559620,30181,3572
1780559621,30181,3572
1780559622,30181,3572
1780559624,30181,3572
1780559625,30183,2548
1780559626,30183,2548
1780559628,30183,2548
1780559630,30181,2548
1780559632,30181,2548
1780559634,30181,2548
1780559635,30181,1524
1780559637,30181,1524
1780559638,30181,1524
1780559640,30181,500
1780559641,30181,500
1780559643,30181,500
1780559644,30181,500
1780559645,30180,0
1780559647,30180,0
1780559648,30180,0
1780559649,30180,0
1780559650,30180,0
1780559652,30182,0
1780559653,30182,0
1780559654,30182,0
1780559656,30180,0
1780559657,30180,0
1780559658,30180,0
1780559660,30180,0
1780559661,30180,0
1780559662,30180,0
1780559664,30180,0
1780559665,30180,0
1780559667,30180,0
1780559668,30180,0
1780559669,30180,0
1780559671,30180,0
1780559672,30180,0
1780559673,30180,0
1780559675,30180,0
1780559676,30180,0
1780559677,30182,0
1780559679,30180,0
1780559680,30180,0
1780559682,30180,0
1780559683,30180,0
1780559685,30180,0
1780559686,30180,0
1780559688,30180,0
1780559690,30180,0
1780559691,30182,0
1780559693,30182,0
1780559694,30182,0
1780559696,30180,0
1780559697,30180,0
1780559699,30180,0
1780559700,30180,0
1780559702,30180,0
1780559703,30180,0
1780559705,30182,0
1780559706,30182,0
1780559707,30180,0
1780559709,30180,0
1780559710,30180,0
1780559712,30180,0
1780559713,30180,0
1780559715,30180,0
1780559716,30180,0
1780559718,30180,0
1780559719,30180,0
1780559720,30180,0
1780559722,30180,0
1780559723,30180,0
1780559725,30180,0
1780559726,30180,0
1780559727,30180,0
1780559728,30180,0
1780559730,30182,0
1780559731,30182,0
1780559732,30182,0
1780559734,30180,0
1780559735,30180,0
1780559736,30180,0
1780559737,30180,0
1780559739,30180,0
1780559740,30180,0
1780559741,30180,0
1780559743,30180,0
1780559744,30180,0
1780559745,30180,0
1780559746,30180,0
1780559748,30180,0
1780559750,30180,0
1780559752,30180,0
1780559754,30180,0
1780559756,30182,0
1780559757,30180,0
1780559759,30180,0
1780559760,30180,0
1780559761,30180,0
1780559763,30180,0
1780559764,30180,0
1780559765,30180,0
1780559767,30180,0
1780559768,30180,0
1780559769,30182,0
1780559770,30182,0
1780559772,30182,0
1780559773,30180,0
1780559774,30180,0
1780559775,30180,0
1780559777,30180,0
1780559778,30180,0
1780559779,30180,0
1780559780,30180,0
1780559782,30180,0
1780559783,30182,0
1780559784,30182,0
1780559785,30180,0
1780559787,30180,0
1780559788,30180,0
1780559789,30180,0
1780559791,30180,0
1780559792,30180,0
1780559793,30180,0
1780559794,30180,0
1780559796,30182,0
1780559797,30182,0
1780559798,30182,0
1780559799,30180,0
