timestamp,appl_db_keys,route_pending_keys
1780760567,179,0
1780760570,580,0
1780760572,1389,42
1780760573,2055,83
1780760575,2971,4
1780760577,3942,46
1780760579,6267,329
1780760581,8411,1405
1780760582,10459,2476
1780760584,13404,4423
1780760585,15961,5959
1780760587,18739,7923
1780760588,20182,9024
1780760590,20182,8000
1780760592,20182,6976
1780760593,20180,5952
1780760595,20182,4928
1780760596,20180,3904
1780760598,20182,3904
1780760599,20180,3904
1780760601,20182,2880
1780760602,20182,1856
1780760604,20182,1856
1780760605,20182,832
1780760606,20182,832
1780760608,20181,0
1780760609,20181,0
1780760610,20181,0
1780760612,20179,0
1780760613,20179,0
1780760614,20181,0
1780760616,20181,0
1780760617,20179,0
1780760618,20181,0
1780760619,20181,0
1780760621,20179,0
1780760622,20181,0
1780760623,20181,0
1780760625,20181,0
1780760626,20181,0
1780760628,20181,0
1780760629,20181,0
1780760631,20181,0
1780760632,20179,0
1780760634,20181,0
1780760635,20181,0
1780760637,20181,0
1780760638,20181,0
1780760639,20181,0
1780760641,20181,0
1780760643,20181,0
1780760644,20179,0
1780760645,20179,0
1780760647,20179,0
1780760648,20181,0
1780760650,20181,0
1780760651,20179,0
1780760652,20181,0
1780760654,20181,0
1780760655,20181,0
1780760656,20181,0
1780760658,20181,0
1780760659,20181,0
1780760660,20179,0
1780760662,20181,0
1780760663,20179,0
1780760664,20179,0
1780760665,20181,0
1780760667,20181,0
1780760668,20181,0
1780760669,20181,0
1780760671,20181,0
1780760672,20179,0
1780760673,20181,0
1780760675,20181,0
1780760676,20181,0
1780760677,20179,0
1780760679,20181,0
1780760680,20181,0
1780760681,20181,0
1780760682,20181,0
1780760684,20179,0
1780760685,20179,0
1780760687,20181,0
1780760688,20181,0
1780760690,20181,0
1780760691,20181,0
1780760693,20179,0
1780760694,20181,0
1780760696,20181,0
1780760697,20179,0
1780760698,20179,0
1780760700,20181,0
1780760701,20181,0
1780760703,20179,0
1780760704,20179,0
1780760705,20181,0
1780760706,20181,0
1780760708,20181,0
1780760709,20181,0
1780760710,20181,0
1780760712,20179,0
1780760713,20181,0
1780760714,20179,0
1780760715,20179,0
1780760717,20179,0
1780760718,20181,0
1780760719,20181,0
1780760720,20179,0
1780760722,20181,0
1780760723,20179,0
1780760724,20179,0
1780760726,20179,0
1780760727,20181,0
1780760728,20181,0
1780760729,20179,0
1780760731,20181,0
1780760732,20181,0
1780760733,20181,0
1780760735,20179,0
1780760736,20181,0
1780760737,20179,0
1780760738,20181,0
1780760740,20181,0
1780760741,20179,0
1780760742,20179,0
1780760744,20181,0
1780760745,20181,0
1780760747,20179,0
1780760748,20181,0
1780760749,20181,0
1780760751,20181,0
1780760752,20181,0
1780760754,20181,0
1780760755,20179,0
1780760756,20179,0
1780760757,20181,0
1780760759,20181,0
1780760760,20181,0
1780760761,20179,0
1780760763,20179,0
1780760764,20179,0
1780760765,20181,0
1780760766,20181,0
1780760768,20181,0
1780760769,20181,0
1780760770,20181,0
1780760772,20181,0
1780760773,20181,0
1780760774,20181,0
1780760775,20179,0
1780760777,20179,0
1780760778,20181,0
1780760779,20181,0
1780760781,20181,0
1780760782,20179,0
1780760783,20181,0
1780760785,20181,0
1780760786,20181,0
1780760787,20181,0
1780760789,20181,0
1780760790,20181,0
1780760792,20181,0
1780760793,20181,0
1780760794,20179,0
1780760795,20179,0
1780760797,20181,0
1780760798,20181,0
1780760799,20181,0
1780760800,20181,0
1780760802,20181,0
1780760803,20179,0
1780760804,20181,0
1780760806,20181,0
1780760807,20179,0
1780760809,20179,0
1780760810,20181,0
1780760812,20181,0
1780760813,20181,0
1780760815,20179,0
1780760816,20181,0
1780760818,20181,0
1780760819,20181,0
1780760820,20179,0
1780760822,20179,0
1780760823,20181,0
1780760824,20181,0
1780760826,20181,0
1780760827,20181,0
1780760828,20181,0
1780760830,20181,0
1780760831,20181,0
1780760832,20179,0
1780760834,20179,0
1780760835,20179,0
1780760836,20179,0
1780760837,20181,0
1780760839,20181,0
1780760840,20179,0
1780760841,20179,0
1780760843,20179,0
1780760844,20181,0
1780760845,20179,0
1780760847,20179,0
1780760848,20181,0
1780760850,20181,0
1780760851,20181,0
1780760853,20181,0
1780760854,20179,0
1780760856,20181,0
1780760857,20179,0
1780760859,20181,0
1780760860,20181,0
1780760862,20179,0
1780760863,20181,0
1780760864,20181,0
1780760866,20181,0
