timestamp,elapsed_seconds,route_pending_keys
1780760588,0,9024
1780760590,2,8000
1780760593,5,5952
1780760595,7,4928
1780760597,9,3904
1780760599,11,3904
1780760602,14,1856
1780760604,16,1856
1780760606,18,832
1780760608,20,0
